id_oferta|fecha_registro|vendidos
11895|26-03-2015 14:00:00|36 
11878|26-03-2015 14:00:00|76 
12020|26-03-2015 14:00:00|11 
11744|26-03-2015 14:00:00|255 
11981|26-03-2015 14:00:00|7 
11914|26-03-2015 14:00:00|10 
11894|26-03-2015 14:00:00|123 
11474|26-03-2015 14:00:00|218 
12012|26-03-2015 14:00:00|9 
11845|26-03-2015 14:00:00|14 
11849|26-03-2015 14:00:00|30 
11642|26-03-2015 14:00:00|38 
11896|26-03-2015 14:00:00|30 
11989|26-03-2015 14:00:00|9 
11699|26-03-2015 14:00:00|52 
11375|26-03-2015 14:00:00|154 
11702|26-03-2015 14:00:00|38 
11746|26-03-2015 14:00:00|28 
11344|26-03-2015 14:00:00|20 
11711|26-03-2015 14:00:00|15 
11484|26-03-2015 14:00:00|72 
11374|26-03-2015 14:00:00|170 
11707|26-03-2015 14:00:00|23 
11345|26-03-2015 14:00:00|28 
11616|26-03-2015 14:00:00|25 
11293|26-03-2015 14:00:00|43 
11663|26-03-2015 14:00:00|21 
11681|26-03-2015 14:00:00|36 
11539|26-03-2015 14:00:00|131 
11504|26-03-2015 14:00:00|52 
11682|26-03-2015 14:00:00|144 
11382|26-03-2015 14:00:00|145 
11262|26-03-2015 14:00:00|31 
