id_oferta|fecha_registro|vendidos
12047|14-04-2015 16:00:00|17 
12266|14-04-2015 16:00:00|11 
12190|14-04-2015 16:00:00|9 
11894|14-04-2015 16:00:00|155 
12039|14-04-2015 16:00:00|125 
12123|14-04-2015 16:00:00|74 
12019|14-04-2015 16:00:00|21 
11895|14-04-2015 16:00:00|46 
11896|14-04-2015 16:00:00|77 
12267|14-04-2015 16:00:00|9 
12053|14-04-2015 16:00:00|41 
11889|14-04-2015 16:00:00|14 
11924|14-04-2015 16:00:00|156 
12097|14-04-2015 16:00:00|34 
12068|14-04-2015 16:00:00|40 
12028|14-04-2015 16:00:00|75 
11919|14-04-2015 16:00:00|10 
12186|14-04-2015 16:00:00|9 
11663|14-04-2015 16:00:00|42 
11873|14-04-2015 16:00:00|14 
12134|14-04-2015 16:00:00|120 
11878|14-04-2015 16:00:00|100 
12012|14-04-2015 16:00:00|35 
12026|14-04-2015 16:00:00|25 
11707|14-04-2015 16:00:00|39 
11989|14-04-2015 16:00:00|21 
12021|14-04-2015 16:00:00|62 
11616|14-04-2015 16:00:00|43 
12020|14-04-2015 16:00:00|45 
11914|14-04-2015 16:00:00|28 
11845|14-04-2015 16:00:00|17 
11922|14-04-2015 16:00:00|10 
11981|14-04-2015 16:00:00|12 
