id_oferta|fecha_registro|vendidos
11845|23-03-2015 18:00:00|11 
11894|23-03-2015 18:00:00|77 
11642|23-03-2015 18:00:00|34 
11849|23-03-2015 18:00:00|29 
11878|23-03-2015 18:00:00|62 
11699|23-03-2015 18:00:00|47 
11744|23-03-2015 18:00:00|221 
11375|23-03-2015 18:00:00|145 
11917|23-03-2015 18:00:00|96 
11702|23-03-2015 18:00:00|35 
11746|23-03-2015 18:00:00|25 
11344|23-03-2015 18:00:00|19 
11711|23-03-2015 18:00:00|15 
11484|23-03-2015 18:00:00|63 
11374|23-03-2015 18:00:00|159 
11474|23-03-2015 18:00:00|207 
11707|23-03-2015 18:00:00|23 
11345|23-03-2015 18:00:00|28 
11463|23-03-2015 18:00:00|56 
11616|23-03-2015 18:00:00|25 
11293|23-03-2015 18:00:00|43 
11663|23-03-2015 18:00:00|19 
11681|23-03-2015 18:00:00|36 
11539|23-03-2015 18:00:00|118 
11504|23-03-2015 18:00:00|51 
11682|23-03-2015 18:00:00|137 
11382|23-03-2015 18:00:00|119 
11262|23-03-2015 18:00:00|30 
