id_oferta|fecha_registro|vendidos
11663|15-03-2015 00:00:00|13 
11699|15-03-2015 00:00:00|27 
11745|15-03-2015 00:00:00|46 
11746|15-03-2015 00:00:00|19 
11129|15-03-2015 00:00:00|18 
11398|15-03-2015 00:00:00|123 
11669|15-03-2015 00:00:00|92 
11702|15-03-2015 00:00:00|34 
11744|15-03-2015 00:00:00|134 
11616|15-03-2015 00:00:00|21 
11195|15-03-2015 00:00:00|194 
11073|15-03-2015 00:00:00|40 
11344|15-03-2015 00:00:00|19 
11127|15-03-2015 00:00:00|69 
11707|15-03-2015 00:00:00|18 
11209|15-03-2015 00:00:00|60 
11667|15-03-2015 00:00:00|15 
11345|15-03-2015 00:00:00|25 
11210|15-03-2015 00:00:00|203 
11642|15-03-2015 00:00:00|26 
11681|15-03-2015 00:00:00|33 
11375|15-03-2015 00:00:00|110 
11539|15-03-2015 00:00:00|108 
11474|15-03-2015 00:00:00|190 
11401|15-03-2015 00:00:00|146 
11463|15-03-2015 00:00:00|52 
11293|15-03-2015 00:00:00|42 
11249|15-03-2015 00:00:00|54 
11504|15-03-2015 00:00:00|48 
11682|15-03-2015 00:00:00|122 
11382|15-03-2015 00:00:00|91 
11161|15-03-2015 00:00:00|8 
11262|15-03-2015 00:00:00|25 
11443|15-03-2015 00:00:00|53 
11484|15-03-2015 00:00:00|51 
11149|15-03-2015 00:00:00|16 
11374|15-03-2015 00:00:00|146 
