id_oferta|tit_oferta|url_oferta
11745|¡Todo lo que puedas comer! Almuerzo Buffet en La Dama Juana|http://ofertop.pe/todo-puedas-comer-almuerzo-buffet-dama-juana--109-11745.html
11744|¡Qué rico! Buffet Peruano para 1 o 2 personas en Puro Perú|http://ofertop.pe/rico-buffet-peruano-para-1-2-personas-puro-peru--109-11744.html
11642|Amuerzo o cena italiana para 2 en DON ROSALINO|http://ofertop.pe/amuerzo-cena-italiana-para-2-rosalino--109-11642.html
11702|Desayuno Buffet para 1 o 2 personas, según elijas, en Novotel Lima|http://ofertop.pe/desayuno-buffet-para-1-2-personas-segun-elijas-novotel-lima--109-11702.html
11667|¿Ya sabes comer con palitos? Barra de 30 makis en Tempura Sushi & Rolls|http://ofertop.pe/sabes-comer-palitos-barra-30-makis-tempura-sushi-rolls--109-11667.html
11129|Lomo saltado + Bebidas + Postre en HIKARI de La Molina|http://ofertop.pe/lomo-saltado-bebidas-postre-hikari-molina--109-11129.html
11669|¡Rico antojo! Buffet a la leña en Restaurant Paso Obligao|http://ofertop.pe/rico-antojo-buffet-lena-restaurant-paso-obligao--109-11669.html
11614|¡Qué rico! Cena Buffet en Tramontana Pescados y Mariscos|http://ofertop.pe/rico-cena-buffet-tramontana-pescados-mariscos--109-11614.html
11616|¡Comiendo con palitos! Tabla de 48 cortes de makis en Sushi Bar del Pilar|http://ofertop.pe/comiendo-palitos-tabla-48-cortes-makis-sushi-pilar--109-11616.html
11195|Barra libre de Makis en Ananda Lounge|http://ofertop.pe/barra-libre-makis-ananda-lounge--109-11195.html
11073|2 "Club Salchipapas" en La Salchipapería|http://ofertop.pe/2-club-salchipapas-salchipaperia--109-11073.html
11344|¡After Office!: Chilcanos + Piqueo en Blanchaert Bistró|http://ofertop.pe/after-office-chilcanos-piqueo-blanchaert-bistro--109-11344.html
11127|Lomo saltado + Bebidas + Postre en HIKARI de San Miguel|http://ofertop.pe/lomo-saltado-bebidas-postre-hikari-miguel--109-11127.html
11345|¡Cena para 2! Platos de fondo + bebidas + postre en Blanchaert Bistro|http://ofertop.pe/cena-para-2-platos-fondo-bebidas-postre-blanchaert-bistro--109-11345.html
11209|Festival del chancho para 4 en Paso Obligao de Pachacamac|http://ofertop.pe/festival-chancho-para-4-paso-obligao-pachacamac--109-11209.html
11210|Almuerzo Buffet Marino|http://ofertop.pe/almuerzo-buffet-marino--109-11210.html
11027|Buffet marino y criollo en Tramontana Pescados y Mariscos|http://ofertop.pe/buffet-marino-criollo-tramontana-pescados-mariscos--109-11027.html
11556|¡Exquisito! Chancho al palo para 2 en La Huerta de Pachacamac|http://ofertop.pe/exquisito-chancho-palo-para-2-huerta-pachacamac--109-11556.html
11681|¡Hora del té! Tea Time Latino, Oriental y más en Green Restaurant|http://ofertop.pe/hora-time-latino-oriental-green-restaurant--109-11681.html
11194|¡Delicia marina! Ronda para 2 en Restaurante Costa Azul|http://ofertop.pe/delicia-marina-ronda-para-2-restaurante-costa-azul--109-11194.html
