id_oferta|fecha_registro|vendidos
11924|04-04-2015 14:00:00|94 
12039|04-04-2015 14:00:00|40 
12014|04-04-2015 14:00:00|66 
12068|04-04-2015 14:00:00|23 
11940|04-04-2015 14:00:00|21 
12035|04-04-2015 14:00:00|76 
12062|04-04-2015 14:00:00|77 
12097|04-04-2015 14:00:00|20 
11918|04-04-2015 14:00:00|16 
12019|04-04-2015 14:00:00|18 
12134|04-04-2015 14:00:00|59 
12031|04-04-2015 14:00:00|10 
12132|04-04-2015 14:00:00|10 
12033|04-04-2015 14:00:00|8 
12028|04-04-2015 14:00:00|17 
12021|04-04-2015 14:00:00|22 
11900|04-04-2015 14:00:00|27 
12128|04-04-2015 14:00:00|12 
12075|04-04-2015 14:00:00|24 
11928|04-04-2015 14:00:00|20 
11893|04-04-2015 14:00:00|9 
12029|04-04-2015 14:00:00|27 
12023|04-04-2015 14:00:00|11 
12067|04-04-2015 14:00:00|29 
12026|04-04-2015 14:00:00|10 
12060|04-04-2015 14:00:00|16 
12049|04-04-2015 14:00:00|64 
11878|04-04-2015 14:00:00|97 
11896|04-04-2015 14:00:00|57 
11919|04-04-2015 14:00:00|8 
11922|04-04-2015 14:00:00|10 
12020|04-04-2015 14:00:00|33 
11914|04-04-2015 14:00:00|19 
11845|04-04-2015 14:00:00|15 
11849|04-04-2015 14:00:00|33 
11981|04-04-2015 14:00:00|11 
11989|04-04-2015 14:00:00|11 
11711|04-04-2015 14:00:00|15 
11707|04-04-2015 14:00:00|29 
11616|04-04-2015 14:00:00|33 
11293|04-04-2015 14:00:00|44 
11663|04-04-2015 14:00:00|24 
