id_oferta|fecha_registro|vendidos
11745|09-03-2015 16:00:00|6 
11744|09-03-2015 16:00:00|54 
11642|09-03-2015 16:00:00|17 
11702|09-03-2015 16:00:00|20 
11667|09-03-2015 16:00:00|13 
11129|09-03-2015 16:00:00|18 
11669|09-03-2015 16:00:00|79 
11614|09-03-2015 16:00:00|19 
11616|09-03-2015 16:00:00|15 
11195|09-03-2015 16:00:00|162 
11073|09-03-2015 16:00:00|38 
11344|09-03-2015 16:00:00|18 
11127|09-03-2015 16:00:00|68 
11345|09-03-2015 16:00:00|25 
11209|09-03-2015 16:00:00|55 
11210|09-03-2015 16:00:00|181 
11027|09-03-2015 16:00:00|102 
11556|09-03-2015 16:00:00|26 
11681|09-03-2015 16:00:00|30 
11194|09-03-2015 16:00:00|29 
11539|09-03-2015 16:00:00|99 
11474|09-03-2015 16:00:00|169 
11401|09-03-2015 16:00:00|142 
11463|09-03-2015 16:00:00|49 
11293|09-03-2015 16:00:00|39 
11249|09-03-2015 16:00:00|49 
11504|09-03-2015 16:00:00|44 
11682|09-03-2015 16:00:00|105 
11161|09-03-2015 16:00:00|7 
11262|09-03-2015 16:00:00|23 
11443|09-03-2015 16:00:00|51 
11484|09-03-2015 16:00:00|35 
11309|09-03-2015 16:00:00|59 
11375|09-03-2015 16:00:00|95 
11398|09-03-2015 16:00:00|99 
11374|09-03-2015 16:00:00|135 
11382|09-03-2015 16:00:00|85 
